company,ticker,date,title,link
Banco Santander (Brasil) S.A. ADR,BSBR,Sep-13-22 08:53PM,UPDATE 1-Citigroup expects sale or IPO of Mexico consumer business next year,https://finance.yahoo.com/news/1-citigroup-expects-sale-ipo-005341114.html
Banco Santander (Brasil) S.A. ADR,BSBR,Sep-10-22 02:00AM,Banks punishing loyal savers with lower rates,https://finance.yahoo.com/news/banks-punishing-loyal-savers-lower-060000217.html
Banco Santander (Brasil) S.A. ADR,BSBR,Aug-25-22 06:49PM,UPDATE 1-Brazil government to investigate lenders for alleged credit card fraud,https://finance.yahoo.com/news/1-brazil-government-investigate-lenders-224916257.html
Banco Santander (Brasil) S.A. ADR,BSBR,Aug-20-22 03:00AM,Time to switch your current account? Banks up rewards to lure new customers,https://finance.yahoo.com/news/time-switch-current-account-banks-070034596.html
Banco Santander (Brasil) S.A. ADR,BSBR,Aug-17-22 06:00AM,Banks throwing free cash at customers to switch,https://finance.yahoo.com/news/banks-throwing-free-cash-customers-100000168.html
Banco Santander (Brasil) S.A. ADR,BSBR,Aug-12-22 05:48AM,Here's Why Rocket Is Taking Steps to Diversify Its Business,https://www.fool.com/investing/2022/08/12/heres-why-rocket-is-taking-steps-to-diversify-its/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
Banco Santander (Brasil) S.A. ADR,BSBR,Aug-09-22 09:05AM,10 European Stocks to Sell Before Recession Starts,https://finance.yahoo.com/news/10-european-stocks-sell-recession-130529807.html
Banco Santander (Brasil) S.A. ADR,BSBR,Aug-06-22 08:00AM,How Chinese capital controls are fuelling organised crime in Britain,https://finance.yahoo.com/news/chinese-capital-controls-fuelling-organised-120000595.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jul-29-22 01:30PM,Banco Santander Central Hispano (SAN) Q2 2022 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2022/07/29/banco-santander-central-hispano-san-q2-2022-earnin/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
Banco Santander (Brasil) S.A. ADR,BSBR,Jul-28-22 07:42AM,Santander sees profits boosted but prepares for cost-of-living loan hit,https://finance.yahoo.com/news/santander-sees-profits-boosted-prepares-095956979.html
Banco Santander (Brasil) S.A. ADR,BSBR,05:08AM,UPDATE 2-Europe's STOXX 600 ends earnings-heavy day on strong note,https://finance.yahoo.com/news/1-european-stocks-trim-gains-090858027.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jul-27-22 11:25AM,UPDATE 1-Mexico's Grupo Financiero Inbursa still in process to buy Citibanamex,https://finance.yahoo.com/news/1-mexicos-grupo-financiero-inbursa-152537530.html
Banco Santander (Brasil) S.A. ADR,BSBR,09:40AM,Are Investors Undervaluing Banco Santander (SAN) Right Now?,https://finance.yahoo.com/news/investors-undervaluing-banco-santander-san-134001539.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jul-22-22 02:42AM,UPDATE 2-Santander drops out of Citibanamex sale process,https://finance.yahoo.com/news/1-santander-no-longer-citibanamex-064229988.html
Banco Santander (Brasil) S.A. ADR,BSBR,02:21AM,Santander says is out of Citigroup's sale of Citibanamex,https://finance.yahoo.com/news/santander-says-citigroups-sale-citibanamex-062142890.html
Banco Santander (Brasil) S.A. ADR,BSBR,02:21AM,Santander drops out of Citibanamex sale process,https://finance.yahoo.com/news/santander-says-citigroups-sale-citibanamex-062142665.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jul-08-22 09:05AM,9 Best European Bank Stocks to Buy Now,https://finance.yahoo.com/news/9-best-european-bank-stocks-130525356.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-29-22 09:40AM,Is Banco Santander Chile (BSAC) Outperforming Other Finance Stocks This Year?,https://finance.yahoo.com/news/banco-santander-chile-bsac-outperforming-134001120.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-28-22 09:55AM,Worrying rise in crypto scams claiming to be celebrity-endorsed seen by bank,https://finance.yahoo.com/news/worrying-rise-crypto-scams-claiming-085501803.html
Banco Santander (Brasil) S.A. ADR,BSBR,04:55AM,"REFILE-UPDATE 2-Spain's Santander hires Credit Suisse, Goldman to look at Citibanamex bid - sources",https://finance.yahoo.com/news/1-spains-santander-hires-credit-085554212.html
Banco Santander (Brasil) S.A. ADR,BSBR,03:29AM,"Spain's Santander hires Credit Suisse, Goldman to look at Citibanamex bid - sources",https://finance.yahoo.com/news/spains-santander-hires-credit-suisse-072933820.html
Banco Santander (Brasil) S.A. ADR,BSBR,03:23AM,"Spain's Santander hires Credit Suisse, Goldman to look at  Citibanamex bid - source",https://finance.yahoo.com/news/spains-santander-hires-credit-suisse-072347764.html
Banco Santander (Brasil) S.A. ADR,BSBR,12:00AM,Social media scams using fake celebrities will double this year,https://finance.yahoo.com/news/social-media-scams-using-fake-040000483.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-27-22 06:45AM,New Strong Buy Stocks for June 27th,https://finance.yahoo.com/news/strong-buy-stocks-june-27th-104510044.html
Banco Santander (Brasil) S.A. ADR,BSBR,05:27AM,Best Income Stocks to Buy for June 27th,https://finance.yahoo.com/news/best-income-stocks-buy-june-092709491.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-20-22 12:53PM,Average SVR paid by UK mortgage borrowers hits highest level in 13 years,https://finance.yahoo.com/news/average-svr-paid-uk-mortgage-165328738.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-17-22 11:32AM,Santander picks calm insider as CEO to help build bridges,https://finance.yahoo.com/news/santander-picks-calm-insider-ceo-153248587.html
Banco Santander (Brasil) S.A. ADR,BSBR,11:18AM,NEWSMAKER-Santander picks calm insider as CEO to help build bridges,https://finance.yahoo.com/news/newsmaker-santander-picks-calm-insider-151850257.html
Banco Santander (Brasil) S.A. ADR,BSBR,04:18AM,"UPDATE 2-Inflation, growth woes drive European shares down for third week",https://finance.yahoo.com/news/1-european-shares-steady-end-081828302.html
Banco Santander (Brasil) S.A. ADR,BSBR,02:15AM,Banco Santander: Hector Grisi to succeed Jose Antonio Alvarez as CEO,https://www.marketwatch.com/story/banco-santander-hector-grisi-to-succeed-jose-antonio-alvarez-as-ceo-271655443953?siteid=yhoof2
Banco Santander (Brasil) S.A. ADR,BSBR,01:03AM,"Santander appoints Grisi as new CEO to oversee growth, digital push",https://finance.yahoo.com/news/santander-set-appoint-hector-grisi-050356787.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-13-22 09:40AM,Is BCB Bancorp  NJ (BCBP) Stock Outpacing Its Finance Peers This Year?,https://finance.yahoo.com/news/bcb-bancorp-nj-bcbp-stock-134001954.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-07-22 12:20PM,Will Banco Santander-Chile (BSAC) Gain on Rising Earnings Estimates?,https://finance.yahoo.com/news/banco-santander-chile-bsac-gain-162004916.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-03-22 02:00AM,The previous owner is still paying for home insurance on my house,https://finance.yahoo.com/news/previous-owner-still-paying-home-060002733.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-02-22 11:47PM,Colombia higher court rules fracking pilot projects can go ahead,https://finance.yahoo.com/news/colombia-higher-court-rules-fracking-034707456.html
Banco Santander (Brasil) S.A. ADR,BSBR,09:40AM,Is Banco Santander (SAN) Stock Undervalued Right Now?,https://finance.yahoo.com/news/banco-santander-san-stock-undervalued-134001552.html
Banco Santander (Brasil) S.A. ADR,BSBR,06:24AM,New Strong Buy Stocks for June 2nd,https://finance.yahoo.com/news/strong-buy-stocks-june-2nd-102410004.html
Banco Santander (Brasil) S.A. ADR,BSBR,05:46AM,Best Income Stocks to Buy for June 2nd,https://finance.yahoo.com/news/best-income-stocks-buy-june-094609184.html
Banco Santander (Brasil) S.A. ADR,BSBR,Jun-01-22 05:14AM,Santander scrambles to get systems back online after customers left unable to pay bills,https://finance.yahoo.com/news/santander-scrambles-systems-back-online-091450549.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-31-22 09:06AM,"Zacks Industry Outlook Highlights UBS Group AG, Banco Santander S.A., and Bancolombia S.A",https://finance.yahoo.com/news/zacks-industry-outlook-highlights-ubs-130601365.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-30-22 02:00AM,Santander dragging its heels over fraud stopped me getting a mortgage,https://finance.yahoo.com/news/santander-dragging-heels-over-fraud-060022511.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-27-22 09:40AM,Is The Bank of Princeton (BPRN) Stock Outpacing Its Finance Peers This Year?,https://finance.yahoo.com/news/bank-princeton-bprn-stock-outpacing-134001705.html
Banco Santander (Brasil) S.A. ADR,BSBR,08:21AM,3 Top Stocks to Buy From the Prospering Foreign Banks Industry,https://finance.yahoo.com/news/3-top-stocks-buy-prospering-122112277.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-19-22 07:30PM,7 Best Stocks to Buy for Under $15 Right Now,https://finance.yahoo.com/news/7-best-stocks-buy-under-233007187.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-18-22 07:28AM,New Strong Buy Stocks for May 18th,https://finance.yahoo.com/news/strong-buy-stocks-may-18th-112811828.html
Banco Santander (Brasil) S.A. ADR,BSBR,06:47AM,Best Income Stocks to Buy for May 18th,https://finance.yahoo.com/news/best-income-stocks-buy-may-104710397.html
Banco Santander (Brasil) S.A. ADR,BSBR,03:14AM,UniCredits Workaholic Boss Rebounds After $54 Million Win,https://finance.yahoo.com/news/unicredit-workaholic-boss-bounces-back-040000725.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-17-22 01:28PM,Implied Volatility Surging for Banco Santander (SAN) Stock Options,https://finance.yahoo.com/news/implied-volatility-surging-banco-santander-172805050.html
Banco Santander (Brasil) S.A. ADR,BSBR,09:40AM,Is Banco Santander (SAN) a Great Value Stock Right Now?,https://finance.yahoo.com/news/banco-santander-san-great-value-134001960.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-13-22 12:11PM,UPDATE 3-Santander's board begins search for CEO Alvarez's replacement,https://finance.yahoo.com/news/1-banco-santander-begins-search-161125713.html
Banco Santander (Brasil) S.A. ADR,BSBR,05:29AM,Best Income Stocks to Buy for May 13th,https://finance.yahoo.com/news/best-income-stocks-buy-may-092909687.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-12-22 02:34PM,RenaissanceRe (RNR) Down 2% Since Q1 Earnings Miss on High Costs,https://finance.yahoo.com/news/renaissancere-rnr-down-2-since-183406487.html
Banco Santander (Brasil) S.A. ADR,BSBR,May-11-22 09:40AM,Has Banco Santander Chile (BSAC) Outpaced Other Finance Stocks This Year?,https://finance.yahoo.com/news/banco-santander-chile-bsac-outpaced-134001822.html
N/A,CIG,Sep-05-24 09:40AM,Are Investors Undervaluing Comp En De Mn Cemig (CIG) Right Now?,https://finance.yahoo.com/news/investors-undervaluing-comp-en-mn-134018236.html
N/A,CIG,09:40AM,Is Comp En De Mn Cemig (CIG) Outperforming Other Utilities Stocks This Year?,https://finance.yahoo.com/news/comp-en-mn-cemig-cig-134017813.html
N/A,CIG,Sep-02-24 08:50AM,"Despite Fast-paced Momentum, Cemig (CIG) Is Still a Bargain Stock",https://finance.yahoo.com/news/despite-fast-paced-momentum-cemig-125007926.html
N/A,CIG,Aug-19-24 09:40AM,Should Value Investors Buy Comp En De Mn Cemig (CIG) Stock?,https://finance.yahoo.com/news/value-investors-buy-comp-en-134017701.html
N/A,CIG,Aug-15-24 08:50AM,Cemig (CIG) Is Attractively Priced Despite Fast-paced Momentum,https://finance.yahoo.com/news/cemig-cig-attractively-priced-despite-125004512.html
N/A,CIG,Aug-14-24 10:45AM,Cemig: Q2 Earnings Snapshot,https://finance.yahoo.com/news/cemig-q2-earnings-snapshot-144555984.html
N/A,CIG,Aug-02-24 09:40AM,Are Investors Undervaluing Comp En De Mn Cemig (CIG) Right Now?,https://finance.yahoo.com/news/investors-undervaluing-comp-en-mn-134019790.html
N/A,CIG,May-31-24 09:43AM,12 Most Undervalued Penny Stocks to Buy Now,https://www.insidermonkey.com/blog/12-most-undervalued-penny-stocks-to-buy-now-1300042/
N/A,CIG,May-29-24 10:53AM,CIG Stock Earnings: Energy Co of Minas Gerais Reported Results for Q1 2024,https://investorplace.com/earning-results/2024/05/cig-stock-earnings-energy-co-of-minas-gerais-for-q1-of-2024/
N/A,CIG,May-24-24 07:16AM,Today's Biggest Pre-Market Stock Movers: 10 Top Gainers and Losers on Friday,https://investorplace.com/2024/05/todays-biggest-pre-market-stock-movers-10-top-gainers-and-losers-on-friday-may-24th/
N/A,CIG,May-14-24 02:54PM,Is Companhia Energetica Minas Gerais (CIG) the Best High-Dividend Penny Stock to Buy Now?,https://www.insidermonkey.com/blog/is-companhia-energetica-minas-gerais-adr-repstg-one-pref-shs-nysecig-the-best-high-dividend-penny-stock-to-buy-now-1303319/
N/A,CIG,12:57PM,11 Best High-Dividend Penny Stocks to Buy Now,https://www.insidermonkey.com/blog/11-best-high-dividend-penny-stocks-to-buy-now-1303293/
N/A,CIG,09:38AM,Cemig: Q1 Earnings Snapshot,https://finance.yahoo.com/news/cemig-q1-earnings-snapshot-133805818.html
N/A,CIG,Apr-30-24 08:02PM,CEMIG Files 2023 Form 20-F,https://www.prnewswire.com/news-releases/cemig-files-2023-form-20-f-302132385.html
N/A,CIG,Mar-25-24 10:07AM,Companhia Energ tica de Minas Gerais (NYSE:CIG) Q4 2023 Earnings Call Transcript,https://www.insidermonkey.com/blog/companhia-energetica-de-minas-gerais-nysecig-q4-2023-earnings-call-transcript-1279871/
N/A,CIG,Jan-09-24 04:50PM,Has Comp En De Mn Cemig (CIG) Outpaced Other Utilities Stocks This Year?,https://finance.yahoo.com/news/comp-en-mn-cemig-cig-215000017.html
N/A,CIG,Dec-24-23 05:34PM,15 Undervalued Defensive Stocks For 2024,https://finance.yahoo.com/news/15-undervalued-defensive-stocks-2024-223442627.html
N/A,CIG,Dec-22-23 05:06AM,Cia Energetica DE Minas Gerais - Cemig's Dividend Analysis,https://finance.yahoo.com/news/cia-energetica-minas-gerais-cemigs-100601018.html
N/A,CIG,Dec-14-23 12:45PM,3 Reasons Growth Investors Will Love Cemig (CIG),https://finance.yahoo.com/news/3-reasons-growth-investors-love-174507905.html
N/A,CIG,Nov-28-23 12:45PM,Here is Why Growth Investors Should Buy Cemig (CIG) Now,https://finance.yahoo.com/news/why-growth-investors-buy-cemig-174505302.html
N/A,CIG,Nov-19-23 07:11AM,16 Most Profitable Penny Stocks Now,https://finance.yahoo.com/news/16-most-profitable-penny-stocks-120410274.html
N/A,CIG,Nov-17-23 09:32AM,20 Most Valuable Brazilian Companies Heading into 2024,https://finance.yahoo.com/news/20-most-valuable-brazilian-companies-143230822.html
N/A,CIG,Nov-14-23 12:39PM,Companhia Energética de Minas Gerais (NYSE:CIG) Q3 2023 Earnings Call Transcript,https://finance.yahoo.com/news/companhia-energ-tica-minas-gerais-173958922.html
N/A,CIG,Oct-16-23 09:40AM,Should Value Investors Buy Comp En De Mn Cemig (CIG) Stock?,https://finance.yahoo.com/news/value-investors-buy-comp-en-134011876.html
N/A,CIG,Sep-29-23 08:18AM,3 Must-Buy Stocks Under $10 With High Dividend Yield,https://finance.yahoo.com/news/3-must-buy-stocks-under-121800072.html
N/A,CIG,07:05AM,Unveiling Cia Energetica DE Minas Gerais - Cemig's Dividend Prowess: A Comprehensive Analysis,https://finance.yahoo.com/news/unveiling-cia-energetica-minas-gerais-110502887.html
N/A,CIG,Sep-22-23 12:45PM,Looking for a Growth Stock? 3 Reasons Why Cemig (CIG) is a Solid Choice,https://finance.yahoo.com/news/looking-growth-stock-3-reasons-164503943.html
N/A,CIG,09:40AM,Are Investors Undervaluing Comp En De Mn Cemig (CIG) Right Now?,https://finance.yahoo.com/news/investors-undervaluing-comp-en-mn-134011611.html
N/A,CIG,Sep-13-23 03:47PM,Cemig: Q2 Earnings Snapshot,https://finance.yahoo.com/news/cemig-q2-earnings-snapshot-194732248.html
N/A,CIG,Aug-30-23 09:49AM,"Sunrun upgraded, Texas Instruments downgraded: Wall Street's top analyst calls",https://finance.yahoo.com/news/sunrun-upgraded-texas-instruments-downgraded-134953584.html
N/A,CIG,Aug-08-23 07:18AM,Companhia Energética de Minas Gerais (NYSE:CIG) Q2 2023 Earnings Call Transcript,https://finance.yahoo.com/news/companhia-energ-tica-minas-gerais-111826828.html
N/A,CIG,May-16-23 06:14PM,CEMIG FILES 20-F FORM,https://finance.yahoo.com/news/cemig-files-20-f-form-221400387.html
N/A,CIG,Dec-12-22 10:06AM,CEMIG Geração e Transmissão S.A. Announces Early Tender Date Results of its Cash Tender Offer for its 9.250% Senior Notes due 2024,https://finance.yahoo.com/news/cemig-gera-o-e-transmiss-150600244.html
N/A,CIG,Nov-19-22 03:04PM,7 Utility Stocks to Buy Heading Into December 2022,https://finance.yahoo.com/news/7-utility-stocks-buy-heading-200412741.html
N/A,CIG,Nov-10-22 11:35AM,7 Stocks Under $50 to Buy and Hold Forever,https://finance.yahoo.com/news/7-stocks-under-50-buy-200918741.html
N/A,CIG,Nov-07-22 08:12AM,Stocks On The Rise: 12 Best To Buy Now,https://finance.yahoo.com/news/stocks-rise-12-best-buy-131248860.html
N/A,CIG,Oct-24-22 03:48PM,16 Best Penny Stocks To Buy Now,https://finance.yahoo.com/news/16-best-penny-stocks-buy-125740530.html
N/A,CIG,Oct-03-22 12:38PM,Why Petrobras and Other Brazilian Stocks Are Rocking Today,https://www.fool.com/investing/2022/10/03/why-petrobras-and-other-brazilian-stocks-are-rocki/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Aug-17-22 07:30AM,Companhia Energetica de Minas Gerais (CIG) Q2 2022 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2022/08/17/companhia-energetica-de-minas-gerais-cig-q2-2022-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Jul-12-22 01:03PM,7 Top-Rated Penny Stocks to Buy Despite the Downturn,https://finance.yahoo.com/news/7-top-rated-penny-stocks-170359173.html
N/A,CIG,May-18-22 03:00AM,Companhia Energetica de Minas Gerais (CIG) Q1 2022 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2022/05/18/companhia-energetica-de-minas-gerais-cig-q1-2022-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,May-06-22 12:12PM,6 A-Rated Penny Stocks to Buy In May,https://finance.yahoo.com/news/6-rated-penny-stocks-buy-161255654.html
N/A,CIG,Mar-30-22 08:30PM,Companhia Energetica de Minas Gerais (CIG) Q4 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2022/03/30/companhia-energetica-de-minas-gerais-cig-q4-2021-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Feb-10-22 10:49AM,Cemig Distribuicao S.A. -- Moody's announces completion of a periodic review of ratings of Companhia Energetica de Minas Gerais - CEMIG,https://finance.yahoo.com/news/cemig-distribuicao-moodys-announces-completion-154907021.html
N/A,CIG,09:53AM,Companhia Energetica de Minas Gerais - CEMIG -- Moody's announces completion of a periodic review of ratings of Companhia Energetica de Minas Gerais - CEMIG,https://finance.yahoo.com/news/companhia-energetica-minas-gerais-cemig-145310718.html
N/A,CIG,Feb-07-22 01:38PM,Harel Insurance Investments & Financial Services L Buys WisdomTree Emerging Markets ...,https://finance.yahoo.com/news/harel-insurance-investments-financial-services-183827087.html
N/A,CIG,01:38PM,"Polunin Capital Partners Ltd Buys Alibaba Group Holding, Buenaventura Mining Co Inc, Iamgold Corp",https://finance.yahoo.com/news/polunin-capital-partners-ltd-buys-183821557.html
N/A,CIG,Nov-23-21 07:03AM,10 Stock Picks of Nathaniel Augusts Mangrove Partners,https://finance.yahoo.com/news/10-stock-picks-nathaniel-august-120352575.html
N/A,CIG,Nov-13-21 03:00AM,Companhia Energetica de Minas Gerais (CIG) Q3 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/11/13/companhia-energetica-de-minas-gerais-cig-q3-2021-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Aug-19-21 02:00AM,Companhia Energetica de Minas Gerais (CIG) Q2 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/08/19/companhia-energetica-de-minas-gerais-cig-q2-2021-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Jun-22-21 02:00PM,EVs and gas-powered cars need to 'coexist:' Hitachi America CEO,https://finance.yahoo.com/news/e-vs-and-gas-powered-cars-need-to-coexist-hitachi-america-ceo-180024454.html
N/A,CIG,Apr-28-21 11:41AM,"UPDATE 2-Brazil's Cemig plans gas distribution IPO, new investments and divestments",https://finance.yahoo.com/news/2-brazils-cemig-plans-gas-154137357.html
N/A,CIG,Mar-31-21 03:30AM,Companhia Energetica de Minas Gerais (CIG) Q4 2020 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/03/31/companhia-energetica-de-minas-gerais-cig-q4-2020-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Jan-20-21 06:26AM,3G Billionaire-Backed Lights Stock Offering Raises $504 Million,https://finance.yahoo.com/news/3g-billionaire-backed-light-stock-112656858.html
N/A,CIG,Dec-09-20 09:43PM,Is CIG A Good Stock To Buy Now?,https://finance.yahoo.com/news/cig-good-stock-buy-now-024316157.html
N/A,CIG,Nov-16-20 09:45AM,Cia Energetica De Minas Gerais - ADR - Level II to Host Earnings Call,https://finance.yahoo.com/news/cia-energetica-minas-gerais-adr-144500061.html
N/A,CIG,Oct-17-20 05:14AM,Cemig Distribuicao S.A. -- Moody's upgrades CEMIG and its subsidiaries to Ba3/A1.br; outlook positive,http://www.moodys.com/page/viewresearchdoc.aspx?docid=PR_432269&cid=HFGG75LYEO30
N/A,CIG,Aug-18-20 01:01AM,Companhia Energetica de Minas Gerais (CIG) Q2 2020 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2020/08/18/companhia-energetica-de-minas-gerais-cig-q2-2020-e/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,Jul-22-20 04:46PM,Brazilian power firm Cemig suspends five-year financial guidance,https://finance.yahoo.com/news/brazilian-power-firm-cemig-suspends-204643639.html
N/A,CIG,Jul-08-20 03:44PM,Here is What Hedge Funds Think About Companhia Energetica Minas Gerais (CIG),https://finance.yahoo.com/news/hedge-funds-think-companhia-energetica-194412897.html
N/A,CIG,May-18-20 07:30PM,Comp En De Mn Cemig ADS (CIG) Q1 2020 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2020/05/18/comp-en-de-mn-cemig-ads-cig-q1-2020-earnings-call.aspx?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
N/A,CIG,May-04-20 03:54PM,Brazilian power firm Cemig plans voluntary buyouts -document,https://finance.yahoo.com/news/brazilian-power-firm-cemig-plans-195435694.html
N/A,CIG,Apr-13-20 12:11PM,5 Utilities Trading With Low Price-Earnings Ratios,https://finance.yahoo.com/news/5-utilities-trading-low-price-161148709.html
N/A,CIG,Apr-06-20 10:05PM,Are Hedge Funds Going To Get Burned By Companhia Energetica de Minas Gerais (CIG)?,https://finance.yahoo.com/news/hedge-funds-going-burned-companhia-020532827.html
N/A,CIG,Apr-03-20 12:23PM,Brazil power distributors call on government to shore up sector in pandemic,https://finance.yahoo.com/news/brazil-power-distributors-call-government-162354131.html
N/A,CIG,Mar-24-20 02:02PM,"Brazil power cos related to Cemig, Votorantim Energia claim force majeure",https://finance.yahoo.com/news/brazil-power-cos-related-cemig-180234603.html
N/A,CIG,Mar-02-20 06:14AM,What You Must Know About Camarico Investment Group Ltd.'s (CSE:CIG) Beta Value,https://finance.yahoo.com/news/must-know-camarico-investment-group-111437418.html
N/A,CIG,Dec-17-19 12:55PM,11 Foreign Stocks With The Lowest Earnings Multiples,https://finance.yahoo.com/news/11-foreign-stocks-lowest-earnings-175507124.html
N/A,CIG,Dec-16-19 06:01AM,Is Companhia Energetica de Minas Gerais (CIG) Going To Burn These Hedge Funds ?,https://finance.yahoo.com/news/companhia-energetica-minas-gerais-cig-110115437.html
N/A,CIG,Dec-02-19 12:51PM,How Much Are Camarico Investment Group Ltd. (CNSX:CIG) Insiders Spending On Buying Shares?,https://finance.yahoo.com/news/much-camarico-investment-group-ltd-175144684.html
N/A,CIG,Oct-14-19 09:02PM,Hedge Funds Arent Crazy About Companhia Energetica de Minas Gerais  (CIG) Anymore,https://finance.yahoo.com/news/hedge-funds-aren-t-crazy-010205427.html
N/A,CIG,10:11AM,"UPDATE 1-Renova Energia CFO out after Light divestiture, failure to sell Brazil wind farms",https://finance.yahoo.com/news/1-renova-energia-cfo-light-141119989.html
N/A,CIG,Sep-26-19 06:30PM,Brazil's Cemig extends natural gas distribution contract- filing,https://finance.yahoo.com/news/brazils-cemig-extends-natural-gas-223026914.html
N/A,CIG,Sep-03-19 02:04PM,Cemig Geracao e Transmissao S.A. -- Moody's affirms Cemig's global scale rating of B1; upgrades national scale rating to Baa1.br; outlook changed to positive,http://www.moodys.com/page/viewresearchdoc.aspx?docid=PR_407898&WT.mc_id=AM~WWFob29fRmluYW5jZV9TQl9SYXRpbmcgTmV3c19BbGxfRW5n~20190903_PR_407898
N/A,CIG,Aug-20-19 10:00AM,Brazil's Cemig considers IPO of its gas distribution unit - exec,https://finance.yahoo.com/news/brazils-cemig-considers-ipo-gas-140051350.html
N/A,CIG,Aug-16-19 11:23AM,Privatization of Brazilian power co Cemig may be approved this year - CEO,https://finance.yahoo.com/news/privatization-brazilian-power-co-cemig-152301527.html
N/A,CIG,Jul-11-19 08:55PM,UPDATE 2-Brazil power firm Light confirms price offering at 18.75 reais per share,https://finance.yahoo.com/news/1-brazil-power-firm-light-005511177.html
N/A,CIG,07:50PM,Brazil power firm Light prices offering at 18.75 reais per share -sources,https://finance.yahoo.com/news/brazil-power-firm-light-prices-235054308.html
N/A,CIG,Jul-02-19 02:43PM,UPDATE 1-Brazil power company Light approves 2 bln reais share offering,https://finance.yahoo.com/news/1-brazil-power-company-light-184359661.html
N/A,CIG,08:23AM,Brazil power company Light approves 2 billion-real share offering,https://finance.yahoo.com/news/brazil-power-company-light-approves-122330259.html
N/A,CIG,May-21-19 11:03AM,Cemig Files 2018 20-F Form with the SEC,https://finance.yahoo.com/news/cemig-files-2018-20-f-150300784.html
N/A,CIG,May-07-19 02:00PM,Companhia Energetica de Minas Gerais - CEMIG -- Moody's announces completion of a periodic review of ratings of Companhia Energetica de Minas Gerais - CEMIG,http://www.moodys.com/page/viewresearchdoc.aspx?docid=PR_399870&WT.mc_id=AM~WWFob29fRmluYW5jZV9TQl9SYXRpbmcgTmV3c19BbGxfRW5n~20190507_PR_399870
N/A,CIG,May-06-19 04:13PM,Companhia Energetica de Minas Gerais - CEMIG -- Moody's announces completion of a periodic review of ratings of Companhia Energetica de Minas Gerais - CEMIG,http://www.moodys.com/page/viewresearchdoc.aspx?docid=PR_399870&WT.mc_id=AM~WWFob29fRmluYW5jZV9TQl9SYXRpbmcgTmV3c19BbGxfRW5n~20190506_PR_399870
N/A,CIG,Apr-22-19 04:19PM,Here is What Hedge Funds Think About Companhia Energética de Minas Gerais (CIG),https://finance.yahoo.com/news/hedge-funds-think-companhia-energ-201954212.html
N/A,CIG,Apr-11-19 05:22PM,"EMERGING MARKETS-Latam FX hit by strong dollar, stocks drop",https://finance.yahoo.com/news/emerging-markets-latam-fx-hit-212248190.html
